Tackles,,,,,Challenges,,,,Blocks,,,,,,,,,,,,,,,
142,Issa Diop,fr FRA,DF,Fulham,27-099,1997,12.8,23,12,17,5,1,11,16,68.8,5,20,14,6,12,35,63,1,Matches
143,Axel Disasi,fr FRA,DF,Chelsea,26-037,1998,27.6,31,18,18,10,3,21,28,75,7,26,19,7,17,48,97,2,Matches
144,Ben Doak,sct SCO,FW,Liverpool,18-158,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
145,Lewis Dobbin,eng ENG,MF,Everton,21-105,2003,2.3,7,6,3,3,1,5,9,55.6,4,4,1,3,1,8,0,0,Matches
146,Matt Doherty,ie IRL,"DF,MF",Wolves,32-092,1992,9.3,22,11,13,6,3,9,16,56.3,7,10,3,7,5,27,37,0,Matches
147,Jeremy Doku,be BEL,"FW,MF",Manchester City,21-326,2002,15.5,31,20,11,11,9,9,18,50,9,11,0,11,8,39,4,0,Matches
148,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25-294,1998,15.7,62,33,34,27,1,23,48,47.9,25,29,5,24,15,77,23,0,Matches
149,Jamie Donley,eng ENG,FW,Tottenham,19-105,2005,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
150,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,31-107,1993,23.9,40,24,18,14,8,16,38,42.1,22,21,2,19,14,54,13,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Cheick Doucouré,ml MLI,MF,Crystal Palace,24-100,2000,10.2,34,17,15,13,6,18,30,60,12,13,2,11,20,54,12,0,Matches
152,Alfie Doughty,eng ENG,DF,Luton Town,24-118,1999,27.6,51,33,25,15,11,29,70,41.4,41,42,7,35,27,78,35,3,Matches
153,Tommy Doyle,eng ENG,MF,Wolves,22-183,2001,11.8,23,11,9,9,5,14,22,63.6,8,21,8,13,12,35,16,0,Matches
154,Radu Drăgușin,ro ROU,DF,Tottenham,22-074,2002,2.6,1,1,1,0,0,1,1,100,0,4,4,0,5,6,14,0,Matches
155,Martin Dúbravka,sk SVK,GK,Newcastle Utd,35-093,1989,17.1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,1,Matches
156,Paul Dummett,wls WAL,DF,Newcastle Utd,32-204,1991,0.2,1,0,1,0,0,1,1,100,0,0,0,0,0,1,1,0,Matches
157,Lewis Dunk,eng ENG,DF,Brighton,32-148,1991,27.4,23,11,13,9,1,10,31,32.3,21,42,32,10,27,50,68,1,Matches
158,Jhon Durán,co COL,"FW,MF",Aston Villa,20-126,2003,3.8,5,4,2,1,2,1,4,25,3,6,0,6,1,6,7,0,Matches
159,George Earthy,eng ENG,FW,West Ham,19-225,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
160,Ederson,br BRA,GK,Manchester City,30-244,1993,26.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,Matches
161,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,26-092,1998,16.1,21,10,8,6,7,3,17,17.6,14,15,1,14,5,26,19,0,Matches
162,John Egan,ie IRL,DF,Sheffield Utd,31-180,1992,5.4,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1,Matches
163,Hjalmar Ekdal,se SWE,DF,Burnley,25-179,1998,4.3,4,2,2,2,0,2,4,50,2,10,5,5,6,10,18,0,Matches
164,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21-356,2002,23.9,32,18,19,6,7,16,33,48.5,17,22,2,20,7,39,18,1,Matches
165,Harvey Elliott,eng ENG,"MF,FW",Liverpool,21-013,2003,10.1,18,13,3,12,3,7,22,31.8,15,18,0,18,5,23,6,0,Matches
166,Mohamed Elneny,eg EGY,MF,Arsenal,31-281,1992,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Matches
167,Emerson,br BRA,DF,Tottenham,25-094,1999,11.1,31,21,19,9,3,19,35,54.3,16,17,8,9,20,51,46,1,Matches
168,Julio Enciso,py PAR,"MF,FW",Brighton,20-085,2004,2.6,1,0,1,0,0,0,3,0,3,7,0,7,0,1,2,0,Matches
169,Wataru Endo,jp JPN,MF,Liverpool,31-068,1993,14.4,36,21,7,25,4,14,41,34.1,27,20,2,18,15,51,22,1,Matches
170,Christian Eriksen,dk DEN,MF,Manchester Utd,32-063,1992,9.9,14,12,4,7,3,8,27,29.6,19,14,5,9,3,17,10,0,Matches
171,Maxime Estève,fr FRA,DF,Burnley,21-327,2002,10.1,18,6,9,9,0,14,24,58.3,10,15,7,8,17,35,42,0,Matches
172,Pervis Estupiñán,ec ECU,DF,Brighton,26-087,1998,13.8,26,13,12,11,3,14,30,46.7,16,14,4,10,21,47,20,0,Matches
173,Jonny Evans,nir NIR,DF,Manchester Utd,36-105,1988,12.3,12,7,10,2,0,9,16,56.3,7,22,16,6,18,30,66,0,Matches
174,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25-293,1998,18.2,27,11,2,14,11,12,27,44.4,15,20,2,18,9,36,5,0,Matches
175,Łukasz Fabiański,pl POL,GK,West Ham,38-365,1985,7,1,0,1,0,0,1,2,50,1,0,0,0,1,2,4,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Romain Faivre,fr FRA,"FW,MF",Bournemouth,25-278,1998,0.4,1,1,0,1,0,0,3,0,3,0,0,0,0,1,0,0,Matches
177,Ansu Fati,es ESP,"MF,FW",Brighton,21-169,2002,5.6,4,2,1,2,1,1,11,9.1,10,8,0,8,3,7,3,0,Matches
178,Felipe,br BRA,DF,Nott'ham Forest,34-337,1989,4.2,12,9,9,3,0,9,12,75,3,4,1,3,4,16,12,0,Matches
179,Evan Ferguson,ie IRL,FW,Brighton,19-181,2004,15.2,14,6,4,7,3,5,14,35.7,9,10,3,7,2,16,8,0,Matches
180,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,29-222,1994,31,64,37,26,23,15,28,83,33.7,55,45,6,39,23,87,44,1,Matches
181,Enzo Fernández,ar ARG,MF,Chelsea,23-091,2001,23.8,48,22,20,18,10,26,62,41.9,36,36,13,23,17,65,28,0,Matches
182,John Fleck,sct SCO,"MF,DF",Sheffield Utd,32-237,1991,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,Matches
183,Mark Flekken,nl NED,GK,Brentford,30-309,1993,31.5,1,1,1,0,0,1,4,25,3,1,0,1,0,1,14,1,Matches
184,Phil Foden,eng ENG,"FW,MF",Manchester City,23-325,2000,27.2,27,17,10,9,8,12,25,48,13,22,0,22,13,40,16,1,Matches
185,Wes Foderingham,eng ENG,GK,Sheffield Utd,33-094,1991,24.4,3,1,3,0,0,3,4,75,1,0,0,0,0,3,12,6,Matches
186,Pablo Fornals,es ESP,"MF,FW",West Ham,28-055,1996,4.7,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0,Matches
187,Omari Forson,eng ENG,FW,Manchester Utd,19-272,2004,0.7,2,0,0,2,0,1,1,100,0,0,0,0,0,2,0,0,Matches
188,Lyle Foster,za RSA,"FW,MF",Burnley,23-227,2000,16.3,18,9,5,6,7,6,15,40,9,12,3,9,3,21,26,0,Matches
189,Matheus França,br BRA,"MF,FW",Crystal Palace,20-016,2004,2.6,3,3,2,1,0,1,7,14.3,6,4,0,4,1,4,1,0,Matches
190,Nathan Fraser,ie IRL,FW,Wolves,19-055,2005,2.1,5,2,2,1,2,1,3,33.3,2,2,1,1,1,6,2,0,Matches
191,Cody Gakpo,nl NED,"FW,MF",Liverpool,24-346,1999,13.7,19,12,5,10,4,5,16,31.3,11,19,4,15,8,27,7,0,Matches
192,Conor Gallagher,eng ENG,MF,Chelsea,24-071,2000,27.9,71,43,28,28,15,29,60,48.3,31,42,8,34,38,109,19,0,Matches
193,Idrissa Gana Gueye,sn SEN,MF,Everton,34-204,1989,15.4,59,39,25,21,13,22,39,56.4,17,17,4,13,20,79,10,0,Matches
194,Alejandro Garnacho,ar ARG,FW,Manchester Utd,19-291,2004,22.6,20,13,7,5,8,10,38,26.3,28,23,2,21,16,36,18,0,Matches
195,James Garner,eng ENG,MF,Everton,23-035,2001,28.5,74,39,29,33,12,32,77,41.6,45,40,11,29,43,117,43,1,Matches
196,Saman Ghoddos,ir IRN,DF,Brentford,30-224,1993,7.9,26,17,19,5,2,17,28,60.7,11,9,2,7,5,31,11,0,Matches
197,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,24-081,2000,30.1,34,23,6,18,10,14,30,46.7,16,26,6,20,12,46,18,0,Matches
198,Bryan Gil,es ESP,"FW,MF",Tottenham,23-066,2001,2.2,1,0,0,0,1,1,3,33.3,2,3,0,3,3,4,4,0,Matches
199,Alfie Gilchrist,eng ENG,DF,Chelsea,20-141,2003,0.5,2,0,2,0,0,1,2,50,1,2,1,1,1,3,3,0,Matches
200,Billy Gilmour,sct SCO,MF,Brighton,22-311,2001,19.8,21,14,13,6,2,9,30,30,21,21,8,13,8,29,14,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Ben Godfrey,eng ENG,DF,Everton,26-093,1998,9.4,25,17,16,5,4,13,24,54.2,11,10,5,5,10,35,38,0,Matches
202,André Gomes,pt POR,"MF,FW",Everton,30-262,1993,4.3,7,4,2,3,2,3,12,25,9,9,1,8,3,10,3,1,Matches
203,João Gomes,br BRA,MF,Wolves,23-065,2001,23.7,106,63,56,41,9,37,79,46.8,42,46,4,42,18,124,24,2,Matches
204,Toti Gomes,pt POR,DF,Wolves,25-092,1999,24.8,40,25,29,7,4,20,27,74.1,7,26,14,12,23,63,72,1,Matches
205,Joe Gomez,eng ENG,DF,Liverpool,26-330,1997,18.2,43,28,22,14,7,28,60,46.7,32,26,4,22,15,58,46,2,Matches
206,Sergio Gómez,es ESP,FW,Manchester City,23-226,2000,0.5,1,0,0,1,0,1,2,50,1,0,0,0,1,2,0,0,Matches
207,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-053,2001,27.3,43,26,12,23,8,17,56,30.4,39,26,0,26,7,50,6,0,Matches
208,Kaide Gordon,eng ENG,FW,Liverpool,19-195,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
209,Daniel Gore,eng ENG,MF,Manchester Utd,19-204,2004,0,1,1,0,1,0,1,1,100,0,0,0,0,1,2,0,0,Matches
210,Ryan Gravenberch,nl NED,MF,Liverpool,21-337,2002,10.1,22,9,5,10,7,9,24,37.5,15,15,1,14,13,35,11,0,Matches
211,Ivo Grbić,hr CRO,GK,Sheffield Utd,28-090,1996,7.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,8,1,Matches
212,Jack Grealish,eng ENG,FW,Manchester City,28-220,1995,10.2,13,8,6,7,0,6,11,54.5,5,12,2,10,6,19,5,0,Matches
213,Pascal Groß,de GER,"MF,DF",Brighton,32-307,1991,28.6,59,36,28,16,15,25,58,43.1,33,36,7,29,21,80,27,3,Matches
214,Marc Guéhi,eng ENG,DF,Crystal Palace,23-279,2000,21.2,26,17,21,5,0,13,23,56.5,10,22,17,5,18,44,86,1,Matches
215,Bruno Guimarães,br BRA,MF,Newcastle Utd,26-153,1997,30.3,72,39,39,25,8,30,63,47.6,33,46,11,35,29,101,19,0,Matches
216,Malo Gusto,fr FRA,DF,Chelsea,20-334,2003,17.9,50,24,31,14,5,31,47,66,16,28,4,24,15,65,39,1,Matches
217,Joško Gvardiol,hr CRO,DF,Manchester City,22-085,2002,19.9,41,27,14,20,7,16,28,57.1,12,23,10,13,22,63,31,3,Matches
218,Erling Haaland,no NOR,FW,Manchester City,23-271,2000,24.2,5,2,0,3,2,2,3,66.7,1,9,1,8,2,7,13,0,Matches
219,Antwoine Hackford,eng ENG,FW,Sheffield Utd,20-028,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
220,Lewis Hall,eng ENG,DF,Newcastle Utd,19-222,2004,3.5,18,12,11,7,0,10,18,55.6,8,9,0,9,5,23,10,0,Matches
221,Gustavo Hamer,nl NED,MF,Sheffield Utd,26-298,1997,26.6,35,19,17,13,5,13,51,25.5,38,23,3,20,28,63,31,0,Matches
222,Luke Harris,wls WAL,MF,Fulham,19-014,2005,0.8,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,Matches
223,Jack Harrison,eng ENG,"MF,FW",Everton,27-149,1996,20.6,25,13,5,11,9,12,36,33.3,24,20,2,18,10,35,18,0,Matches
224,Daiki Hashioka,jp JPN,DF,Luton Town,24-336,1999,4.7,6,3,3,2,1,3,9,33.3,6,9,6,3,6,12,17,0,Matches
225,Kai Havertz,de GER,"MF,FW",Arsenal,24-311,1999,23.5,27,13,4,17,6,12,34,35.3,22,25,1,24,15,42,17,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Jan Paul van Hecke,nl NED,DF,Brighton,23-314,2000,25.3,43,25,24,16,3,26,44,59.1,18,48,26,22,27,70,73,4,Matches
227,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,28-082,1996,18.4,16,8,9,6,1,8,21,38.1,13,18,1,17,8,24,9,0,Matches
228,Dean Henderson,eng ENG,GK,Crystal Palace,27-036,1997,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,Matches
229,Rico Henry,eng ENG,DF,Brentford,26-284,1997,4.5,7,5,3,3,1,6,7,85.7,1,8,3,5,5,12,5,1,Matches
230,Son Heung-min,kr KOR,FW,Tottenham,31-284,1992,26.6,15,9,5,5,5,7,17,41.2,10,4,1,3,8,23,4,0,Matches
231,Aaron Hickey,sct SCO,DF,Brentford,21-312,2002,7.9,16,9,9,3,4,7,7,100,0,7,3,4,3,19,10,0,Matches
232,James Hill,eng ENG,DF,Bournemouth,22-098,2002,0.8,3,2,1,2,0,1,1,100,0,1,1,0,2,5,6,0,Matches
233,Jack Hinshelwood,eng ENG,DF,Brighton,19-006,2005,9.7,14,5,7,4,3,5,13,38.5,8,6,2,4,14,28,18,0,Matches
234,Mason Holgate,eng ENG,DF,Sheffield Utd,27-178,1996,5.9,9,5,5,3,1,5,9,55.6,4,10,3,7,7,16,34,0,Matches
235,Callum Hudson-Odoi,eng ENG,FW,Nott'ham Forest,23-162,2000,15.8,12,4,2,4,6,5,22,22.7,17,14,1,13,5,17,11,0,Matches
236,Will Hughes,eng ENG,MF,Crystal Palace,29-000,1995,17.2,54,29,28,15,11,20,39,51.3,19,27,9,18,15,69,24,0,Matches
237,Pierre Højbjerg,dk DEN,MF,Tottenham,28-256,1995,12.3,24,14,9,13,2,11,30,36.7,19,20,7,13,17,41,27,1,Matches
238,Rasmus Højlund,dk DEN,FW,Manchester Utd,21-073,2003,20,10,6,2,3,5,5,13,38.5,8,6,1,5,1,11,16,0,Matches
239,Igor,br BRA,DF,Brighton,26-070,1998,13,18,11,4,12,2,11,20,55,9,14,7,7,12,30,39,0,Matches
240,Danny Ings,eng ENG,FW,West Ham,31-269,1992,3.9,5,2,0,5,0,3,9,33.3,6,4,1,3,2,7,6,0,Matches
241,Tim Iroegbunam,eng ENG,MF,Aston Villa,20-292,2003,1.4,7,5,4,2,1,4,8,50,4,3,0,3,2,9,1,0,Matches
242,Alexander Isak,se SWE,FW,Newcastle Utd,24-209,1999,19.6,4,0,2,1,1,1,7,14.3,6,15,1,14,5,9,8,0,Matches
243,Alex Iwobi,ng NGA,MF,Everton,27-350,1996,1.6,2,0,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0,Matches
244,Alex Iwobi,ng NGA,"FW,MF",Fulham,27-350,1996,19.4,22,14,10,11,1,9,21,42.9,12,14,0,14,13,35,7,0,Matches
245,Nicolas Jackson,sn SEN,FW,Chelsea,22-302,2001,24.1,14,10,2,6,6,3,21,14.3,18,18,5,13,3,17,15,0,Matches
246,Reece James,eng ENG,DF,Chelsea,24-131,1999,4.3,13,8,10,2,1,8,10,80,2,4,4,0,3,16,7,1,Matches
247,Vitaly Janelt,de GER,"MF,DF",Brentford,25-343,1998,29.7,57,34,28,21,8,30,60,50,30,30,9,21,32,89,55,1,Matches
248,Mathias Jensen,dk DEN,MF,Brentford,28-107,1996,21.6,50,29,24,20,6,24,88,27.3,64,36,6,30,18,68,22,1,Matches
249,Gabriel Jesus,br BRA,FW,Arsenal,27-014,1997,15,22,15,11,4,7,4,16,25,12,22,1,21,10,32,12,0,Matches
250,Raúl Jiménez,mx MEX,FW,Fulham,32-348,1991,14.2,16,11,3,8,5,7,19,36.8,12,9,2,7,3,19,12,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,João Pedro,br BRA,"FW,MF",Brighton,22-204,2001,17.8,26,14,9,11,6,11,19,57.9,8,12,1,11,9,35,23,0,Matches
252,Joelinton,br BRA,"MF,FW",Newcastle Utd,27-247,1996,12.6,30,22,16,12,2,10,30,33.3,20,19,5,14,17,47,11,1,Matches
253,Ryan John Giles,eng ENG,"DF,MF",Luton Town,24-082,2000,5.6,8,6,4,3,1,2,7,28.6,5,2,0,2,4,12,22,0,Matches
254,Ben Johnson,eng ENG,"DF,FW",West Ham,24-084,2000,5.5,10,6,7,2,1,8,12,66.7,4,2,1,1,5,15,12,0,Matches
255,Brennan Johnson,wls WAL,FW,Tottenham,22-330,2001,17.6,22,13,13,4,5,11,28,39.3,17,27,0,27,8,30,12,1,Matches
256,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,22-330,2001,2.6,4,1,1,1,2,2,4,50,2,4,1,3,0,4,0,0,Matches
257,Joseph Johnson,eng ENG,DF,Luton Town,18-056,2006,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
258,Sam Johnstone,eng ENG,GK,Crystal Palace,31-023,1993,20,1,0,1,0,0,1,1,100,0,0,0,0,1,2,5,0,Matches
259,Curtis Jones,eng ENG,MF,Liverpool,23-078,2001,12,26,14,12,11,3,10,22,45.5,12,19,0,19,7,33,8,0,Matches
260,Jorginho,it ITA,MF,Arsenal,32-119,1991,10,21,8,6,7,8,10,22,45.5,12,17,1,16,11,32,6,1,Matches
261,Diogo Jota,pt POR,FW,Liverpool,27-135,1996,11.9,23,13,6,13,4,10,22,45.5,12,8,1,7,6,29,4,0,Matches
262,Mads Juel Andersen,dk DEN,DF,Luton Town,26-112,1997,4.4,6,5,4,2,0,4,4,100,0,9,6,3,8,14,29,0,Matches
263,Hamed Junior Traorè,ci CIV,MF,Bournemouth,24-061,2000,0.5,1,0,1,0,0,1,3,33.3,2,3,0,3,0,1,0,0,Matches
264,Mathias Jørgensen,dk DEN,DF,Brentford,33-360,1990,11.1,15,11,13,1,1,9,16,56.3,7,9,5,4,12,27,38,0,Matches
265,Issa Kaboré,bf BFA,DF,Luton Town,22-341,2001,18.8,51,28,23,21,7,24,45,53.3,21,21,11,10,16,67,53,2,Matches
266,Sasa Kalajdzic,at AUT,FW,Wolves,26-285,1997,1.8,6,2,3,2,1,1,2,50,1,3,0,3,1,7,6,0,Matches
267,Boubacar Kamara,fr FRA,MF,Aston Villa,24-146,1999,18.4,43,29,16,21,6,24,47,51.1,23,21,7,14,21,64,16,0,Matches
268,Willy Kambwala,fr FRA,DF,Manchester Utd,19-236,2004,3.5,2,0,1,1,0,1,3,33.3,2,6,3,3,4,6,14,1,Matches
269,Thomas Kaminski,be BEL,GK,Luton Town,31-177,1992,33,2,1,2,0,0,2,6,33.3,4,1,0,1,0,2,10,2,Matches
270,Loris Karius,de GER,GK,Newcastle Utd,30-300,1993,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
271,Michael Keane,eng ENG,DF,Everton,31-097,1993,4.9,7,3,3,3,1,1,7,14.3,6,5,4,1,5,12,18,1,Matches
272,Thilo Kehrer,de GER,"DF,MF",West Ham,27-209,1996,0.2,1,1,0,1,0,0,0,,0,2,2,0,0,1,0,0,Matches
273,Caoimhín Kelleher,ie IRL,GK,Liverpool,25-146,1998,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
274,Lloyd Kelly,eng ENG,DF,Bournemouth,25-194,1998,14.1,24,19,10,9,5,14,23,60.9,9,17,8,9,8,32,55,0,Matches
275,Omari Kellyman,eng ENG,FW,Aston Villa,18-215,2005,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Milos Kerkez,hu HUN,DF,Bournemouth,20-162,2003,19,44,25,28,13,3,28,39,71.8,11,27,10,17,19,63,56,1,Matches
277,Kaine Kesler-Hayden,eng ENG,DF,Aston Villa,21-177,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
278,Max Kilman,eng ENG,DF,Wolves,26-330,1997,32,41,17,35,5,1,22,30,73.3,8,48,24,24,33,74,155,4,Matches
279,Jakub Kiwior,pl POL,DF,Arsenal,24-062,2000,9.5,19,12,10,8,1,14,19,73.7,5,10,3,7,6,25,25,0,Matches
280,Justin Kluivert,nl NED,"MF,FW",Bournemouth,24-348,1999,16.3,23,11,3,10,10,6,24,25,18,12,1,11,6,29,9,0,Matches
281,Luca Koleosho,it ITA,"MF,FW",Burnley,19-215,2004,10.8,7,4,2,5,0,2,10,20,8,13,0,13,2,9,0,0,Matches
282,Ibrahima Konaté,fr FRA,DF,Liverpool,24-328,1999,16.8,34,22,21,12,1,17,23,73.9,6,18,12,6,20,54,50,0,Matches
